signal_id,detected_at_utc,event_id,ticker,timeframe_minutes,side,event_end_utc,price_to_beat,current_price,side_price,yes_price,no_price,quant_prob_side,edge_pct,sample_size,percentile,stake_usd,quant_gate_min_sample,quant_gate_min_edge_pct,quant_gate_use_percentile,quant_gate_percentile_low,quant_gate_percentile_high,quant_gate_min_price_c,quant_gate_max_price_c
17e18b36-7d0f-4837-91bb-8788e05abb8a,2026-03-11T19:44:22.031549+00:00,ethereum_up_or_down_march_11_3_40pm_3_45pm_et,ETH,5,down,2026-03-11T19:45:00+00:00,2074.21,2073.35,0.5082923137001569,0.49170768629984307,0.5082923137001569,0.8591549295774648,35.08626158773078,69,39.74439886399495,5.0,80,7,False,15,85,10,90
6664eedc-73c9-4bf0-bf0a-e3e55e82323d,2026-03-11T19:44:26.505502+00:00,bitcoin_up_or_down_march_11_3_40pm_3_45pm_et,BTC,5,down,2026-03-11T19:45:00+00:00,70666.43,70647.99,0.5052188854028674,0.49478111459713253,0.5052188854028674,0.7537313432835822,24.851245788071473,132,43.353090601185436,5.0,80,7,False,15,85,10,90
752aa818-5b8b-462c-a603-e91c1242ee79,2026-03-11T19:44:41.708097+00:00,ethereum_up_or_down_march_11_3_40pm_3_45pm_et,ETH,5,up,2026-03-11T19:45:00+00:00,2074.21,2074.89,0.5065567131582611,0.5065567131582611,0.4934432868417389,0.8405797101449275,33.40229969866664,67,57.756979695431475,5.0,80,7,False,15,85,10,90
610aacff-f1cf-4981-9875-27304f7a5040,2026-03-11T19:46:09.849861+00:00,ethereum_up_or_down_march_11_3_45pm_3_50pm_et,ETH,5,down,2026-03-11T19:50:00+00:00,2075.0,2073.79,0.51166265060241,0.48833734939759,0.51166265060241,0.7192982456140351,20.76355950116251,112,26.938541068351523,5.0,80,7,False,15,85,10,90
de9763d7-48fb-4690-837c-2e385366e05b,2026-03-11T19:46:20.348730+00:00,bitcoin_up_or_down_march_11_3_45pm_3_50pm_et,BTC,5,down,2026-03-11T19:50:00+00:00,70674.87,70633.56,0.511690152383725,0.488309847616275,0.511690152383725,0.7073170731707317,19.56269207870067,162,25.600215807930944,5.0,80,7,False,15,85,10,90
46868e8b-ccd9-47d3-8dd4-322f2ace04e3,2026-03-11T19:51:08.814076+00:00,bitcoin_up_or_down_march_11_3_50pm_3_55pm_et,BTC,5,up,2026-03-11T19:55:00+00:00,70654.83,70695.49,0.5115094750068759,0.5115094750068759,0.48849052499312406,0.7454545454545455,23.394507044766954,163,76.57548940734782,5.0,80,7,False,15,85,10,90
84b3a783-2a2d-4d0f-9763-0778fdd3220f,2026-03-11T19:52:43.270806+00:00,ethereum_up_or_down_march_11_3_50pm_3_55pm_et,ETH,5,up,2026-03-11T19:55:00+00:00,2073.96,2076.57,0.5251692414511382,0.5251692414511382,0.4748307585488618,0.9333333333333332,40.8164091882195,43,81.19802894979982,5.0,80,7,False,15,85,10,90
fff297ba-ca82-4bce-b28a-74dea5177cb9,2026-03-11T20:01:14.685305+00:00,ethereum_up_or_down_march_11_4_00pm_4_05pm_et,ETH,5,down,2026-03-11T20:05:00+00:00,2076.05,2072.09,0.5381493701982133,0.4618506298017867,0.5381493701982133,0.9545454545454546,41.63960843472413,20,0.0,5.0,80,7,False,15,85,10,90
79222b57-a879-48ba-918b-150b894f8c34,2026-03-11T20:08:56.475655+00:00,bitcoin_up_or_down_march_11_4_05pm_4_10pm_et,BTC,5,up,2026-03-11T20:10:00+00:00,70505.62,70519.6,0.5039656413205105,0.5039656413205105,0.49603435867948953,0.7032967032967032,19.933106197619278,89,60.22823330515639,4.9524799524799485,80,7,False,15,85,10,90
65f08370-8927-448c-992d-8449c28eb8fb,2026-03-11T20:09:35.709717+00:00,ethereum_up_or_down_march_11_4_05pm_4_10pm_et,ETH,5,down,2026-03-11T20:10:00+00:00,2071.68,2070.07,0.5155429409947451,0.48445705900525493,0.5155429409947451,0.9743589743589745,45.88160333642294,37,16.75531914893617,5.0,80,7,False,15,85,10,90
e03376e7-972a-4061-8835-0f64527bdc88,2026-03-11T20:11:20.704013+00:00,bitcoin_up_or_down_march_11_4_10pm_4_15pm_et,BTC,5,down,2026-03-11T20:15:00+00:00,70488.22,70468.03,0.5057286167816416,0.4942713832183584,0.5057286167816416,0.7083333333333333,20.260471655169166,94,28.068803752931977,5.0,80,7,False,15,85,10,90
41380619-c4ed-491d-ba17-ab9f2cd4feac,2026-03-11T20:15:19.688071+00:00,bitcoin_up_or_down_march_11_4_15pm_4_20pm_et,BTC,5,down,2026-03-11T20:20:00+00:00,70434.15,70404.0,0.508561188003261,0.49143881199673906,0.508561188003261,0.72,21.1438811996739,73,7.717629846378932,5.0,80,7,False,15,85,10,90
adbb6661-df09-4198-a11d-2cdac804cdaa,2026-03-11T20:16:23.050414+00:00,bitcoin_up_or_down_march_11_4_15pm_4_20pm_et,BTC,5,up,2026-03-11T20:20:00+00:00,70434.15,70454.59,0.5058040027458278,0.5058040027458278,0.4941959972541722,0.6904761904761905,18.467218773036265,103,73.6903831118061,5.0,80,7,False,15,85,10,90
cc5e7d8e-12dc-4032-bcb5-b2a9d9a31809,2026-03-11T20:16:41.617168+00:00,ethereum_up_or_down_march_11_4_15pm_4_20pm_et,ETH,5,up,2026-03-11T20:20:00+00:00,2068.8,2070.95,0.5207849961330204,0.5207849961330204,0.47921500386697957,0.9428571428571428,42.20721467241224,33,94.05086285195277,5.0,80,7,False,15,85,10,90
584f47f5-5bfb-49dc-b453-a878ba68cd71,2026-03-11T20:21:36.052799+00:00,bitcoin_up_or_down_march_11_4_20pm_4_25pm_et,BTC,5,down,2026-03-11T20:25:00+00:00,70510.4,70460.0,0.5142957634618422,0.48570423653815775,0.5142957634618422,0.8793103448275862,36.50145813657439,56,10.234375,5.0,80,7,False,15,85,10,90
0eba67ad-98a4-41fb-a3f2-47eabcbf82a8,2026-03-11T20:25:31.697158+00:00,ethereum_up_or_down_march_11_4_25pm_4_30pm_et,ETH,5,down,2026-03-11T20:30:00+00:00,2070.31,2068.5,0.5174853041331969,0.48251469586680307,0.5174853041331969,0.7428571428571429,22.537183872394596,33,1.3371150729335495,5.0,80,7,False,15,85,10,90
313ea107-bc98-480b-b33c-8f67cd905611,2026-03-11T20:25:37.119715+00:00,bitcoin_up_or_down_march_11_4_25pm_4_30pm_et,BTC,5,down,2026-03-11T20:30:00+00:00,70444.24,70394.23,0.5141984639198348,0.4858015360801652,0.5141984639198348,0.7272727272727273,21.307426335289247,42,4.8636698599852615,5.0,80,7,False,15,85,10,90
90a507d6-69a3-4325-a823-7edd3283f0f4,2026-03-11T20:31:34.339784+00:00,xrp_up_or_down_march_11_4_30pm_4_35pm_et,XRP,5,up,2026-03-11T20:35:00+00:00,1.3887,1.389,0.5043205875999132,0.5043205875999132,0.49567941240008684,0.686,18.167941240008687,748,74.66124661246613,4.871794871794876,80,7,False,15,85,10,90
a8c330c6-d2a2-48ff-b65d-25243fb4d570,2026-03-11T20:33:18.630843+00:00,solana_up_or_down_march_11_4_30pm_4_35pm_et,SOL,5,down,2026-03-11T20:35:00+00:00,87.08,87.07,0.502296738631145,0.49770326136885507,0.502296738631145,0.7580071174377224,25.571037880657745,560,29.526462395543174,5.0,80,7,False,15,85,10,90
c21d9c61-4998-4f0d-9af7-264a4843b861,2026-03-11T20:37:01.417617+00:00,ethereum_up_or_down_march_11_4_35pm_4_40pm_et,ETH,5,up,2026-03-11T20:40:00+00:00,2069.83,2070.44,0.5058942038718168,0.5058942038718168,0.4941057961281832,0.775,26.91057961281832,38,66.26168224299064,5.0,80,7,False,15,85,10,90
69d5ced4-31c5-4a0d-bb44-50f1161ba08f,2026-03-11T20:37:24.470408+00:00,bitcoin_up_or_down_march_11_4_35pm_4_40pm_et,BTC,5,up,2026-03-11T20:40:00+00:00,70500.62,70515.61,0.5042524448721175,0.5042524448721175,0.4957475551278825,0.7623762376237624,25.81237927516449,99,64.4915932746197,5.0,80,7,False,15,85,10,90
e5a4a52e-0ab9-4b57-9e23-6fed79ee0202,2026-03-11T20:38:11.888409+00:00,solana_up_or_down_march_11_4_35pm_4_40pm_et,SOL,5,up,2026-03-11T20:40:00+00:00,87.13,87.17,0.5091816825433275,0.5091816825433275,0.4908183174566725,0.7429467084639498,23.37650259206223,636,71.1699164345404,5.0,80,7,False,15,85,10,90
f1eb95d0-8465-42fb-a1fb-54c97ca21727,2026-03-11T20:41:40.264202+00:00,ethereum_up_or_down_march_11_4_40pm_4_45pm_et,ETH,5,up,2026-03-11T20:45:00+00:00,2070.31,2071.11,0.5077283112190946,0.5077283112190946,0.49227168878090544,0.7395833333333334,23.18550221142388,46,72.38873751135331,5.0,80,7,False,15,85,10,90
04913087-cb5c-43cd-b5db-7e65538e87a7,2026-03-11T20:41:40.585615+00:00,bitcoin_up_or_down_march_11_4_40pm_4_45pm_et,BTC,5,up,2026-03-11T20:45:00+00:00,70502.28,70543.2,0.5116081352262646,0.5116081352262646,0.4883918647737354,0.8169014084507042,30.529327322443965,69,85.42307692307692,5.0,80,7,False,15,85,10,90
66fc9dc1-9f06-43a8-846e-afa3bab06d16,2026-03-11T20:46:09.953273+00:00,xrp_up_or_down_march_11_4_45pm_4_50pm_et,XRP,5,down,2026-03-11T20:50:00+00:00,1.3915,1.3913,0.502874595759971,0.49712540424002905,0.502874595759971,0.6906116642958748,18.77370685359039,701,23.76271186440678,5.0,80,7,False,15,85,10,90
f1cade0c-a183-400d-bd60-31ef88d463af,2026-03-11T20:47:37.259960+00:00,solana_up_or_down_march_11_4_45pm_4_50pm_et,SOL,5,up,2026-03-11T20:50:00+00:00,87.31,87.34,0.5068720650555495,0.5068720650555495,0.4931279349444505,0.7172932330827068,21.042116802715725,663,71.89245810055866,5.0,80,7,False,15,85,10,90
cb859f70-5d5f-4571-8fe0-2b3f182a06bc,2026-03-11T20:51:20.999672+00:00,xrp_up_or_down_march_11_4_50pm_4_55pm_et,XRP,5,down,2026-03-11T20:55:00+00:00,1.3914,1.3909,0.5071870058933441,0.49281299410665597,0.5071870058933441,0.7071330589849109,19.994605309156675,727,24.627371273712736,5.0,80,7,False,15,85,10,90
38e5aefa-4f0f-45fa-8e17-ca98b0d00812,2026-03-11T20:54:26.459077+00:00,bitcoin_up_or_down_march_11_4_50pm_4_55pm_et,BTC,5,up,2026-03-11T20:55:00+00:00,70537.25,70552.0,0.5041821874257928,0.5041821874257928,0.4958178125742072,0.7558139534883721,25.16317660625793,84,60.79545454545454,5.0,80,7,False,15,85,10,90
c4fc65da-d0ad-492c-8fdb-14e198dda036,2026-03-11T20:58:26.252004+00:00,ethereum_up_or_down_march_11_4_55pm_5_00pm_et,ETH,5,up,2026-03-11T21:00:00+00:00,2067.92,2068.65,0.5070602344384697,0.5070602344384697,0.4929397655615303,0.7368421052631579,22.978187082468814,36,61.354166666666664,5.0,80,7,False,15,85,10,90
457ab62c-921e-4d39-9b7d-d513c3237ee2,2026-03-11T21:00:40.272779+00:00,ethereum_up_or_down_march_11_5_00pm_5_05pm_et,ETH,5,up,2026-03-11T21:05:00+00:00,2068.41,2070.45,0.5197252962420407,0.5197252962420407,0.48027470375795933,0.896551724137931,37.68264278958904,27,98.91653290529695,5.0,80,7,False,15,85,10,90
9b1e6749-f33d-4af3-9f6f-fc56ced3d5bc,2026-03-11T21:03:20.304972+00:00,ethereum_up_or_down_march_11_5_00pm_5_05pm_et,ETH,5,down,2026-03-11T21:05:00+00:00,2068.41,2066.91,0.5145038942956184,0.4854961057043816,0.5145038942956184,0.902439024390244,38.793513009462565,39,11.822916666666666,5.0,80,7,False,15,85,10,90
